,Symbol,Description,Category,UniProt ID,GIFtS,GC id,Score
7229,TDGF1P3,Teratocarcinoma-Derived Growth Factor 1 Pseudogene 3,Protein Coding,P51864,26,GC0XP110520,3.05
7230,CNGA2,Cyclic Nucleotide Gated Channel Subunit Alpha 2,Protein Coding,Q16280,46,GC0XP151734,3.05
7231,MANBAL,Mannosidase Beta Like,Protein Coding,Q9NQG1,38,GC20P037289,3.05
7232,OR2M7,Olfactory Receptor Family 2 Subfamily M Member 7,Protein Coding,Q8NG81,36,GC01M248323,3.05
7233,SRL,Sarcalumenin,Protein Coding,Q86TD4,41,GC16M004189,3.05
7234,HBM,Hemoglobin Subunit Mu,Protein Coding,Q6B0K9,37,GC16P021337,3.05
7235,PCDHB3,Protocadherin Beta 3,Protein Coding,Q9Y5E6,40,GC05P148017,3.05
7236,NFILZ,NFIL3 Like Basic Leucine Zipper,Protein Coding,A0A5F9ZHS7,13,GC19P008636,3.05
7237,OR2AG2,Olfactory Receptor Family 2 Subfamily AG Member 2,Protein Coding,A6NM03,36,GC11M008441,3.05
7238,SDHAF3,Succinate Dehydrogenase Complex Assembly Factor 3,Protein Coding,Q9NRP4,40,GC07P097116,3.05
7239,NYAP2,Neuronal Tyrosine-Phosphorylated Phosphoinositide-3-Kinase Adaptor 2,Protein Coding,Q9P242,40,GC02P225400,3.05
7240,CENPS-CORT,CENPS-CORT Readthrough,Protein Coding,,25,GC01P010592,3.05
7241,LGALS12,Galectin 12,Protein Coding,Q96DT0,41,GC11P063506,3.05
7242,FAM83E,Family With Sequence Similarity 83 Member E,Protein Coding,Q2M2I3,41,GC19M079836,3.06
7243,TRMT11,TRNA Methyltransferase 11 Homolog,Protein Coding,Q7Z4G4,43,GC06P125986,3.06
7244,ZCCHC18,Zinc Finger CCHC-Type Containing 18,Protein Coding,P0CG32,31,GC0XP104112,3.06
7245,THAP9,THAP Domain Containing 9,Protein Coding,Q9H5L6,35,GC04P082900,3.06
7246,SPANXN1,SPANX Family Member N1,Protein Coding,Q5VSR9,30,GC0XP145246,3.06
7247,ACSS3,Acyl-CoA Synthetase Short Chain Family Member 3,Protein Coding,Q9H6R3,45,GC12P080936,3.06
7248,OR5A2,Olfactory Receptor Family 5 Subfamily A Member 2,Protein Coding,Q8NGI9,34,GC11M108962,3.06
7249,PPIAL4C,Peptidylprolyl Isomerase A Like 4C,Protein Coding,A0A0B4J2A2,25,GC01P154202,3.06
7250,OR5K3,Olfactory Receptor Family 5 Subfamily K Member 3,Protein Coding,A6NET4,33,GC03P098390,3.06
7251,VSTM4,V-Set And Transmembrane Domain Containing 4,Protein Coding,Q8IW00,41,GC10M049014,3.06
7252,SPDYE4,Speedy/RINGO Cell Cycle Regulator Family Member E4,Protein Coding,A6NLX3,33,GC17M013569,3.06
7253,AS3MT,Arsenite Methyltransferase,Protein Coding,Q9HBK9,46,GC10P102869,3.06
7254,XAGE3,X Antigen Family Member 3,Protein Coding,Q8WTP9,33,GC0XM053350,3.06
7255,NHLRC4,NHL Repeat Containing 4,Protein Coding,P0CG21,29,GC16P021365,3.06
7256,SPDYE5,Speedy/RINGO Cell Cycle Regulator Family Member E5,Protein Coding,A6NIY4,26,GC07P079645,3.06
7257,GDF7,Growth Differentiation Factor 7,Protein Coding,Q7Z4P5,44,GC02P020666,3.06
7258,CCDC149,Coiled-Coil Domain Containing 149,Protein Coding,Q6ZUS6,36,GC04M024807,3.06
7259,KLK15,Kallikrein Related Peptidase 15,Protein Coding,Q9H2R5,48,GC19M050825,3.06
7260,HTRA4,HtrA Serine Peptidase 4,Protein Coding,P83105,41,GC08P038980,3.06
7261,CLEC6A,C-Type Lectin Domain Containing 6A,Protein Coding,Q6EIG7,45,GC12P008455,3.06
7262,ALDH8A1,Aldehyde Dehydrogenase 8 Family Member A1,Protein Coding,Q9H2A2,44,GC06M134917,3.06
7263,TRMT44,TRNA Methyltransferase 44 Homolog,Protein Coding,Q8IYL2,40,GC04P008520,3.06
7264,LRATD1,LRAT Domain Containing 1,Protein Coding,Q96KN4,39,GC02P014632,3.06
7265,GSC2,Goosecoid Homeobox 2,Protein Coding,O15499,39,GC22M019602,3.07
7266,DYTN,Dystrotelin,Protein Coding,A2CJ06,37,GC02M206651,3.07
7267,METTL25B,Methyltransferase Like 25B,Protein Coding,Q96FB5,35,GC01P156731,3.07
7268,NME9,NME/NM23 Family Member 9,Protein Coding,Q86XW9,39,GC03M138261,3.07
7269,OR6B2,Olfactory Receptor Family 6 Subfamily B Member 2,Protein Coding,Q6IFH4,40,GC02M240028,3.07
7270,AGAP5,"ArfGAP With GTPase Domain, Ankyrin Repeat And PH Domain 5",Protein Coding,A6NIR3,34,GC10M074103,3.07
7271,ZSCAN29,Zinc Finger And SCAN Domain Containing 29,Protein Coding,Q8IWY8,40,GC15M043358,3.07
7272,OR8B3,Olfactory Receptor Family 8 Subfamily B Member 3,Protein Coding,Q8NGG8,32,GC11M124395,3.07
7273,MYRFL,Myelin Regulatory Factor Like,Protein Coding,Q96LU7,36,GC12P069825,3.07
7274,PLCH2,Phospholipase C Eta 2,Protein Coding,O75038,46,GC01P005316,3.07
7275,TEPP,"Testis, Prostate And Placenta Expressed",Protein Coding,Q6URK8,37,GC16P057976,3.07
7276,ACOT4,Acyl-CoA Thioesterase 4,Protein Coding,Q8N9L9,42,GC14P073592,3.07
7277,NT5DC3,5'-Nucleotidase Domain Containing 3,Protein Coding,Q86UY8,41,GC12M103747,3.07
7278,OR2A2,Olfactory Receptor Family 2 Subfamily A Member 2,Protein Coding,Q6IF42,34,GC07P144109,3.07
7279,TTL,Tubulin Tyrosine Ligase,Protein Coding,Q8NG68,46,GC02P125983,3.07
7280,CCDC172,Coiled-Coil Domain Containing 172,Protein Coding,P0C7W6,37,GC10P116324,3.07
7281,TRIM39-RPP21,TRIM39-RPP21 Readthrough,Protein Coding,,23,GC06P104068,3.07
7282,BPIFB3,BPI Fold Containing Family B Member 3,Protein Coding,P59826,42,GC20P033508,3.07
7283,MMP17,Matrix Metallopeptidase 17,Protein Coding,Q9ULZ9,50,GC12P131828,3.07
7284,TBC1D19,TBC1 Domain Family Member 19,Protein Coding,Q8N5T2,38,GC04P026585,3.07
7285,INPP4B,Inositol Polyphosphate-4-Phosphatase Type II B,Protein Coding,O15327,45,GC04M142023,3.07
7286,GGN,Gametogenetin,Protein Coding,Q86UU5,40,GC19M079538,3.08
7287,SYNDIG1L,Synapse Differentiation Inducing 1 Like,Protein Coding,A6NDD5,35,GC14M074405,3.08
7288,KLK9,Kallikrein Related Peptidase 9,Protein Coding,Q9UKQ9,39,GC19M051002,3.08
7289,TSTD1,Thiosulfate Sulfurtransferase Like Domain Containing 1,Protein Coding,Q8NFU3,40,GC01M161037,3.08
7290,ANKRD40CL,ANKRD40 C-Terminal Like,Protein Coding,Q53H64,24,GC17M061349,3.08
7291,LCE4A,Late Cornified Envelope 4A,Protein Coding,Q5TA78,30,GC01P152708,3.08
7292,SPATA17,Spermatogenesis Associated 17,Protein Coding,Q96L03,41,GC01P217631,3.08
7293,KDF1,Keratinocyte Differentiation Factor 1,Protein Coding,Q8NAX2,41,GC01M026949,3.08
7294,NUDT8,Nudix Hydrolase 8,Protein Coding,Q8WV74,40,GC11M067627,3.08
7295,GRAMD2A,GRAM Domain Containing 2A,Protein Coding,Q8IUY3,39,GC15M133307,3.08
7296,BTNL9,Butyrophilin Like 9,Protein Coding,Q6UXG8,41,GC05P181040,3.08
7297,SLC22A9,Solute Carrier Family 22 Member 9,Protein Coding,Q8IVM8,44,GC11P063388,3.08
7298,OR2Y1,Olfactory Receptor Family 2 Subfamily Y Member 1,Protein Coding,Q8NGV0,38,GC05M182210,3.08
7299,OR4E1,Olfactory Receptor Family 4 Subfamily E Member 1,Protein Coding,P0C645,21,GC14M025260,3.08
7300,TMC4,Transmembrane Channel Like 4,Protein Coding,Q7Z404,42,GC19M054160,3.08
7301,MFSD2B,"MFSD2 Lysolipid Transporter B, Sphingolipid",Protein Coding,A6NFX1,41,GC02P024010,3.08
7302,CCDC168,Coiled-Coil Domain Containing 168,Protein Coding,Q8NDH2,33,GC13M102729,3.08
7303,VAX1,Ventral Anterior Homeobox 1,Protein Coding,Q5SQQ9,44,GC10M117128,3.08
7304,PLAAT5,Phospholipase A And Acyltransferase 5,Protein Coding,Q96KN8,40,GC11M109143,3.08
7305,FCRLB,Fc Receptor Like B,Protein Coding,Q6BAA4,41,GC01P161721,3.08
7306,GPATCH3,G-Patch Domain Containing 3,Protein Coding,Q96I76,41,GC01M026890,3.08
7307,PRADC1,Protease Associated Domain Containing 1,Protein Coding,Q9BSG0,40,GC02M073228,3.08
7308,TINAG,Tubulointerstitial Nephritis Antigen,Protein Coding,Q9UJW2,45,GC06P104431,3.08
7309,C5orf46,Chromosome 5 Open Reading Frame 46,Protein Coding,Q6UWT4,35,GC05M147880,3.09
7310,OR8A1,Olfactory Receptor Family 8 Subfamily A Member 1,Protein Coding,Q8NGG7,37,GC11P124569,3.09
7311,OR4C46,Olfactory Receptor Family 4 Subfamily C Member 46,Protein Coding,A6NHA9,31,GC11M054603,3.09
7312,ETNK2,Ethanolamine Kinase 2,Protein Coding,Q9NVF9,46,GC01M204100,3.09
7313,UQCC5,Ubiquinol-Cytochrome C Reductase Complex Assembly Factor 5,Protein Coding,Q8WVI0,32,GC03P052534,3.09
7314,PRELID3B,PRELI Domain Containing 3B,Protein Coding,Q9Y3B1,39,GC20M059034,3.09
7315,OR4F29,Olfactory Receptor Family 4 Subfamily F Member 29,Protein Coding,Q6IEY1,26,GC01M009696,3.09
7316,CACNB3,Calcium Voltage-Gated Channel Auxiliary Subunit Beta 3,Protein Coding,P54284,48,GC12P048813,3.09
7317,RPUSD2,RNA Pseudouridine Synthase Domain Containing 2,Protein Coding,Q8IZ73,38,GC15P040569,3.09
7318,MORN3,MORN Repeat Containing 3,Protein Coding,Q6PF18,35,GC12M122860,3.09
7319,SPDYE1,Speedy/RINGO Cell Cycle Regulator Family Member E1,Protein Coding,Q8NFV5,35,GC07P043998,3.09
7320,C2orf68,Chromosome 2 Open Reading Frame 68,Protein Coding,Q2NKX9,36,GC02M085605,3.09
7321,HES2,Hes Family BHLH Transcription Factor 2,Protein Coding,Q9Y543,38,GC01M006412,3.09
7322,OR1J4,Olfactory Receptor Family 1 Subfamily J Member 4,Protein Coding,Q8NGS1,34,GC09P122519,3.09
7323,OR52A5,Olfactory Receptor Family 52 Subfamily A Member 5,Protein Coding,Q9H2C5,38,GC11M008299,3.09
7324,SPATA25,Spermatogenesis Associated 25,Protein Coding,Q9BR10,36,GC20M045886,3.09
7325,XKRX,XK Related X-Linked,Protein Coding,Q6PP77,36,GC0XM101139,3.09
7326,TSEN15,TRNA Splicing Endonuclease Subunit 15,Protein Coding,Q8WW01,47,GC01P184061,3.09
7327,OR52N5,Olfactory Receptor Family 52 Subfamily N Member 5,Protein Coding,Q8NH56,37,GC11M005776,3.09
7328,OR2M2,Olfactory Receptor Family 2 Subfamily M Member 2,Protein Coding,Q96R28,34,GC01P248179,3.09
7329,NDUFA4L2,NDUFA4 Mitochondrial Complex Associated Like 2,Protein Coding,Q9NRX3,41,GC12M057234,3.09
7330,DMRTB1,DMRT Like Family B With Proline Rich C-Terminal 1,Protein Coding,Q96MA1,40,GC01P053459,3.09
7331,TRPC5OS,TRPC5 Opposite Strand,Protein Coding,A6NMA1,23,GC0XP111876,3.09
7332,SAMD3,Sterile Alpha Motif Domain Containing 3,Protein Coding,Q8N6K7,41,GC06M130144,3.09
7333,C5orf24,Chromosome 5 Open Reading Frame 24,Protein Coding,Q7Z6I8,37,GC05P134845,3.1
7334,MSANTD2,Myb/SANT DNA Binding Domain Containing 2,Protein Coding,Q6P1R3,38,GC11M124766,3.1
7335,KMO,Kynurenine 3-Monooxygenase,Protein Coding,O15229,53,GC01P241532,3.1
7336,ATP6V1G3,ATPase H+ Transporting V1 Subunit G3,Protein Coding,Q96LB4,47,GC01M198492,3.1
7337,DMAC2L,Distal Membrane Arm Assembly Component 2 Like,Protein Coding,Q99766,41,GC14P050437,3.1
7338,OR6J1,Olfactory Receptor Family 6 Subfamily J Member 1,Protein Coding,Q8NGC5,27,GC14M025292,3.1
7339,MIURF,Mitochondrial Elongation Factor 1 Upstream Open Reading Frame,Protein Coding,,8,GC22P055406,3.1
7340,OR4C15,Olfactory Receptor Family 4 Subfamily C Member 15,Protein Coding,Q8NGM1,34,GC11P055556,3.1
7341,ATP13A4,ATPase 13A4,Protein Coding,Q4VNC1,42,GC03M193401,3.1
7342,OR52K2,Olfactory Receptor Family 52 Subfamily K Member 2,Protein Coding,Q8NGK3,34,GC11P004449,3.1
7343,RRN3,"RRN3 Homolog, RNA Polymerase I Transcription Factor",Protein Coding,Q9NYV6,45,GC16M015060,3.1
7344,GARIN1A,Golgi Associated RAB2 Interactor 1A,Protein Coding,Q6NXP2,34,GC07P133501,3.1
7345,TMC5,Transmembrane Channel Like 5,Protein Coding,Q6UXY8,42,GC16P046409,3.1
7346,GBX2,Gastrulation Brain Homeobox 2,Protein Coding,P52951,46,GC02M236165,3.1
7347,TRBV11-2,T Cell Receptor Beta Variable 11-2,Protein Coding,A0A584,17,GC07P153246,3.1
7348,CALHM4,Calcium Homeostasis Modulator Family Member 4,Protein Coding,Q5JW98,32,GC06P116531,3.1
7349,SLC38A4,Solute Carrier Family 38 Member 4,Protein Coding,Q969I6,45,GC12M046764,3.1
7350,NALF1,NALCN Channel Auxiliary Factor 1,Protein Coding,B1AL88,37,GC13M107164,3.1
7351,CCDC82,Coiled-Coil Domain Containing 82,Protein Coding,Q8N4S0,40,GC11M109919,3.1
7352,OR5H6,Olfactory Receptor Family 5 Subfamily H Member 6,Protein Coding,Q8NGV6,37,GC03P098264,3.1
7353,LEKR1,"Leucine, Glutamate And Lysine Rich 1",Protein Coding,Q6ZMV7,37,GC03P156825,3.1
7354,GMPR,Guanosine Monophosphate Reductase,Protein Coding,P36959,49,GC06P016238,3.1
7355,OR1L1,Olfactory Receptor Family 1 Subfamily L Member 1,Protein Coding,Q8NH94,34,GC09P122661,3.11
7356,PLLP,Plasmolipin,Protein Coding,Q9Y342,42,GC16M057329,3.11
7357,RIPPLY1,Ripply Transcriptional Repressor 1,Protein Coding,Q0D2K3,35,GC0XM106900,3.11
7358,GOLGA8B,Golgin A8 Family Member B,Protein Coding,A8MQT2,36,GC15M034525,3.11
7359,GPA33,Glycoprotein A33,Protein Coding,Q99795,46,GC01M167052,3.11
7360,LCE3D,Late Cornified Envelope 3D,Protein Coding,Q9BYE3,36,GC01M152579,3.11
7361,AADAC,Arylacetamide Deacetylase,Protein Coding,P22760,49,GC03P151813,3.11
7362,CFAP298-TCP10L,CFAP298-TCP10L Readthrough,Protein Coding,,21,GC21M032402,3.11
7363,OR10A7,Olfactory Receptor Family 10 Subfamily A Member 7,Protein Coding,Q8NGE5,34,GC12P055221,3.11
7364,PLEKHG3,Pleckstrin Homology And RhoGEF Domain Containing G3,Protein Coding,A1L390,41,GC14P064703,3.11
7365,FUOM,Fucose Mutarotase,Protein Coding,A2VDF0,40,GC10M133466,3.11
7366,OR7G3,Olfactory Receptor Family 7 Subfamily G Member 3,Protein Coding,Q8NG95,33,GC19M009126,3.11
7367,KLHDC8A,Kelch Domain Containing 8A,Protein Coding,Q8IYD2,40,GC01M205305,3.11
7368,PNLDC1,PARN Like Ribonuclease Domain Containing Exonuclease 1,Protein Coding,Q8NA58,45,GC06P161324,3.11
7369,ATP5MJ,ATP Synthase Membrane Subunit J,Protein Coding,P56378,37,GC14M115417,3.11
7370,ATP6V1C2,ATPase H+ Transporting V1 Subunit C2,Protein Coding,Q8NEY4,46,GC02P010720,3.11
7371,ELAC1,ElaC Ribonuclease Z 1,Protein Coding,Q9H777,40,GC18P050967,3.11
7372,CAGE1,Cancer Antigen 1,Protein Coding,Q8TC20,41,GC06M007326,3.11
7373,PCDHB11,Protocadherin Beta 11,Protein Coding,Q9Y5F2,42,GC05P148024,3.11
7374,PLA2G4E,Phospholipase A2 Group IVE,Protein Coding,Q3MJ16,44,GC15M041981,3.11
7375,OR4F17,Olfactory Receptor Family 4 Subfamily F Member 17,Protein Coding,Q8NGA8,33,GC19P000107,3.11
7376,CCDC71,Coiled-Coil Domain Containing 71,Protein Coding,Q8IV32,36,GC03M052418,3.11
7377,ATP4B,ATPase H+/K+ Transporting Subunit Beta,Protein Coding,P51164,48,GC13M113648,3.11
7378,ZPLD1,Zona Pellucida Like Domain Containing 1,Protein Coding,Q8TCW7,40,GC03P102099,3.11
7379,KCNK17,Potassium Two Pore Domain Channel Subfamily K Member 17,Protein Coding,Q96T54,42,GC06M081082,3.12
7380,TMCO5A,Transmembrane And Coiled-Coil Domains 5A,Protein Coding,Q8N6Q1,41,GC15P037921,3.12
7381,SLC13A1,Solute Carrier Family 13 Member 1,Protein Coding,Q9BZW2,42,GC07M123113,3.12
7382,ANKRD18A,Ankyrin Repeat Domain 18A,Protein Coding,Q8IVF6,39,GC09M041398,3.12
7383,TTC9B,Tetratricopeptide Repeat Domain 9B,Protein Coding,Q8N6N2,40,GC19M040216,3.12
7384,OSCAR,Osteoclast Associated Ig-Like Receptor,Protein Coding,Q8IYS5,43,GC19M054094,3.12
7385,ACOT1,Acyl-CoA Thioesterase 1,Protein Coding,Q86TX2,42,GC14P073498,3.12
7386,PAQR6,Progestin And AdipoQ Receptor Family Member 6,Protein Coding,Q6TCH4,39,GC01M156243,3.12
7387,ASIC3,Acid Sensing Ion Channel Subunit 3,Protein Coding,Q9UHC3,48,GC07P151048,3.12
7388,FAXDC2,Fatty Acid Hydroxylase Domain Containing 2,Protein Coding,Q96IV6,38,GC05M154817,3.12
7389,OCM,Oncomodulin,Protein Coding,P0CE72,38,GC07P005859,3.12
7390,TRMT2B,TRNA Methyltransferase 2 Homolog B,Protein Coding,Q96GJ1,39,GC0XM101143,3.12
7391,OR5L1,Olfactory Receptor Family 5 Subfamily L Member 1,Protein Coding,Q8NGL2,34,GC11P055811,3.12
7392,ADAMDEC1,ADAM Like Decysin 1,Protein Coding,O15204,44,GC08P024384,3.12
7393,ARSJ,Arylsulfatase Family Member J,Protein Coding,Q5FYB0,42,GC04M113901,3.12
7394,TSEN2,TRNA Splicing Endonuclease Subunit 2,Protein Coding,Q8NCE0,49,GC03P014676,3.12
7395,PTRHD1,Peptidyl-TRNA Hydrolase Domain Containing 1,Protein Coding,Q6GMV3,40,GC02M024790,3.12
7396,KLF17,KLF Transcription Factor 17,Protein Coding,Q5JT82,44,GC01P044048,3.12
7397,CYP4F8,Cytochrome P450 Family 4 Subfamily F Member 8,Protein Coding,P98187,40,GC19P082785,3.12
7398,CCDC34,Coiled-Coil Domain Containing 34,Protein Coding,Q96HJ3,41,GC11M027327,3.12
7399,IGSF10,Immunoglobulin Superfamily Member 10,Protein Coding,Q6WRI0,42,GC03M151425,3.12
7400,SNX25,Sorting Nexin 25,Protein Coding,Q9H3E2,41,GC04P185210,3.12
7401,NDST3,N-Deacetylase And N-Sulfotransferase 3,Protein Coding,O95803,43,GC04P118033,3.12
7402,INAFM2,InaF Motif Containing 2,Protein Coding,P0DMQ5,21,GC15P040323,3.13
7403,EDN2,Endothelin 2,Protein Coding,P20800,46,GC01M041478,3.13
7404,OR4S2,Olfactory Receptor Family 4 Subfamily S Member 2,Protein Coding,Q8NH73,35,GC11P055652,3.13
7405,DNAAF3,Dynein Axonemal Assembly Factor 3,Protein Coding,Q8N9W5,43,GC19M055158,3.13
7406,OR9G1,Olfactory Receptor Family 9 Subfamily G Member 1,Protein Coding,Q8NH87,33,GC11P056700,3.13
7407,LRRC24,Leucine Rich Repeat Containing 24,Protein Coding,Q50LG9,38,GC08M144522,3.13
7408,SFXN5,Sideroflexin 5,Protein Coding,Q8TD22,46,GC02M072943,3.13
7409,SLC17A4,Solute Carrier Family 17 Member 4,Protein Coding,Q9Y2C5,42,GC06P025754,3.13
7410,CTSW,Cathepsin W,Protein Coding,P56202,45,GC11P065879,3.13
7411,OR13D1,Olfactory Receptor Family 13 Subfamily D Member 1,Protein Coding,Q8NGV5,37,GC09P104694,3.13
7412,OR5W2,Olfactory Receptor Family 5 Subfamily W Member 2,Protein Coding,Q8NH69,34,GC11M055913,3.13
7413,PRR20D,Proline Rich 20D,Protein Coding,P86480,21,GC13P057160,3.13
7414,OR2AE1,Olfactory Receptor Family 2 Subfamily AE Member 1,Protein Coding,Q8NHA4,33,GC07M099875,3.13
7415,KIAA0040,KIAA0040,Protein Coding,Q15053,33,GC01M175126,3.13
7416,SNN,Stannin,Protein Coding,O75324,38,GC16P046179,3.13
7417,OR6Y1,Olfactory Receptor Family 6 Subfamily Y Member 1,Protein Coding,Q8NGX8,34,GC01M158516,3.13
7418,TRIM6-TRIM34,TRIM6-TRIM34 Readthrough,Protein Coding,,29,GC11P005597,3.13
7419,SPP2,Secreted Phosphoprotein 2,Protein Coding,Q13103,41,GC02P234050,3.13
7420,PATE3,Prostate And Testis Expressed 3,Protein Coding,B3GLJ2,30,GC11P125788,3.13
7421,SMUG1,Single-Strand-Selective Monofunctional Uracil-DNA Glycosylase 1,Protein Coding,Q53HV7,48,GC12M054121,3.13
7422,UPK3BL1,Uroplakin 3B Like 1,Protein Coding,B0FP48,35,GC07M104079,3.13
7423,SLC16A6,Solute Carrier Family 16 Member 6,Protein Coding,O15403,42,GC17M068267,3.13
7424,LRRC58,Leucine Rich Repeat Containing 58,Protein Coding,Q96CX6,40,GC03M120324,3.13
7425,STEAP1B,STEAP Family Member 1B,Protein Coding,Q6NZ63,33,GC07M022419,3.13
7426,ARSI,Arylsulfatase Family Member I,Protein Coding,Q5FYB1,43,GC05M150296,3.13
7427,NSUN6,NOP2/Sun RNA Methyltransferase 6,Protein Coding,Q8TEA1,43,GC10M018545,3.14
7428,AMZ2,Archaelysin Family Metallopeptidase 2,Protein Coding,Q86W34,41,GC17P079106,3.14
7429,ALDH3B1,Aldehyde Dehydrogenase 3 Family Member B1,Protein Coding,P43353,46,GC11P073098,3.14
7430,COX6A2,Cytochrome C Oxidase Subunit 6A2,Protein Coding,Q02221,44,GC16M040955,3.14
7431,ENTPD7,Ectonucleoside Triphosphate Diphosphohydrolase 7,Protein Coding,Q9NQZ7,44,GC10P099659,3.14
7432,OR10G9,Olfactory Receptor Family 10 Subfamily G Member 9,Protein Coding,Q8NGN4,32,GC11P124023,3.14
7433,LRRC55,Leucine Rich Repeat Containing 55,Protein Coding,Q6ZSA7,38,GC11P057183,3.14
7434,SPOCK3,"SPARC (Osteonectin), Cwcv And Kazal Like Domains Proteoglycan 3",Protein Coding,Q9BQ16,43,GC04M166733,3.14
7435,WFDC13,WAP Four-Disulfide Core Domain 13,Protein Coding,Q8IUB5,30,GC20P045702,3.14
7436,FAM81B,Family With Sequence Similarity 81 Member B,Protein Coding,Q96LP2,38,GC05P095391,3.14
7437,RAD21L1,RAD21 Cohesin Complex Component Like 1,Protein Coding,Q9H4I0,36,GC20P001226,3.14
7438,PHLDB3,Pleckstrin Homology Like Domain Family B Member 3,Protein Coding,Q6NSJ2,38,GC19M043474,3.14
7439,LYSMD1,LysM Domain Containing 1,Protein Coding,Q96S90,39,GC01M155937,3.14
7440,GABRA6,Gamma-Aminobutyric Acid Type A Receptor Subunit Alpha6,Protein Coding,Q16445,52,GC05P161547,3.14
7441,DCBLD1,"Discoidin, CUB And LCCL Domain Containing 1",Protein Coding,Q8N8Z6,41,GC06P117453,3.14
7442,SLC41A3,Solute Carrier Family 41 Member 3,Protein Coding,Q96GZ6,42,GC03M126006,3.14
7443,PLEKHG4B,Pleckstrin Homology And RhoGEF Domain Containing G4B,Protein Coding,Q96PX9,40,GC05P000093,3.14
7444,OR56B4,Olfactory Receptor Family 56 Subfamily B Member 4,Protein Coding,Q8NH76,36,GC11P006107,3.14
7445,SPTLC3,Serine Palmitoyltransferase Long Chain Base Subunit 3,Protein Coding,Q9NUV7,46,GC20P013008,3.14
7446,CATSPER4,Cation Channel Sperm Associated 4,Protein Coding,Q7RTX7,42,GC01P026531,3.14
7447,GATD1,Glutamine Amidotransferase Class 1 Domain Containing 1,Protein Coding,Q8NB37,36,GC11M000767,3.14
7448,BHMT2,Betaine--Homocysteine S-Methyltransferase 2,Protein Coding,Q9H2M3,48,GC05P079071,3.14
7449,SLC35B4,Solute Carrier Family 35 Member B4,Protein Coding,Q969S0,40,GC07M134290,3.14
7450,TPSD1,Tryptase Delta 1,Protein Coding,Q9BZJ3,44,GC16P001256,3.14
7451,SLC12A8,Solute Carrier Family 12 Member 8,Protein Coding,A0AV02,43,GC03M125082,3.14
7452,OR5J2,Olfactory Receptor Family 5 Subfamily J Member 2,Protein Coding,Q8NH18,36,GC11P056176,3.14
7453,METTL2A,"Methyltransferase 2A, Methylcytidine",Protein Coding,Q96IZ6,38,GC17P062423,3.14
7454,KIFC2,Kinesin Family Member C2,Protein Coding,Q96AC6,41,GC08P144466,3.15
7455,OR10G8,Olfactory Receptor Family 10 Subfamily G Member 8,Protein Coding,Q8NGN5,33,GC11P124031,3.15
7456,TRBC1,T Cell Receptor Beta Constant 1,Protein Coding,P01850,29,GC07P152173,3.15
7457,ANKRD7,Ankyrin Repeat Domain 7,Protein Coding,Q92527,39,GC07P118214,3.15
7458,OR52M1,Olfactory Receptor Family 52 Subfamily M Member 1,Protein Coding,Q8NGK5,33,GC11P004545,3.15
7459,AMY1B,Amylase Alpha 1B,Protein Coding,P0DTE7,32,GC01M103687,3.15
7460,GZMK,Granzyme K,Protein Coding,P49863,41,GC05P055024,3.15
7461,OR9K2,Olfactory Receptor Family 9 Subfamily K Member 2,Protein Coding,Q8NGE7,37,GC12P056020,3.15
7462,STX19,Syntaxin 19,Protein Coding,Q8N4C7,38,GC03M094014,3.15
7463,VIT,Vitrin,Protein Coding,Q6UXI7,42,GC02P036696,3.15
7464,FAM110A,Family With Sequence Similarity 110 Member A,Protein Coding,Q9BQ89,38,GC20P000833,3.15
7465,C5orf22,Chromosome 5 Open Reading Frame 22,Protein Coding,Q49AR2,36,GC05P031532,3.15
7466,PRSS58,Serine Protease 58,Protein Coding,Q8IYP2,40,GC07M142372,3.15
7467,SP6,Sp6 Transcription Factor,Protein Coding,Q3SY56,41,GC17M047844,3.15
7468,OR4C3,Olfactory Receptor Family 4 Subfamily C Member 3,Protein Coding,Q8NH37,38,GC11P048346,3.15
7469,OR10P1,Olfactory Receptor Family 10 Subfamily P Member 1,Protein Coding,Q8NGE3,39,GC12P055636,3.15
7470,OR51I2,Olfactory Receptor Family 51 Subfamily I Member 2,Protein Coding,Q9H344,37,GC11P005449,3.15
7471,DCAF12L1,DDB1 And CUL4 Associated Factor 12 Like 1,Protein Coding,Q5VU92,36,GC0XM126549,3.15
7472,ANKRD30BL,Ankyrin Repeat Domain 30B Like,Protein Coding,A7E2S9,28,GC02M135725,3.15
7473,[email protected],"Protocadherin Alpha Cluster, Complex Locus",Protein Coding,,17,GC05P148539,3.15
7474,OR4A16,Olfactory Receptor Family 4 Subfamily A Member 16,Protein Coding,Q8NH70,34,GC11P055361,3.15
7475,OR6N2,Olfactory Receptor Family 6 Subfamily N Member 2,Protein Coding,Q8NGY6,38,GC01M158776,3.15
7476,PCDHGA11,"Protocadherin Gamma Subfamily A, 11",Protein Coding,Q9Y5H2,41,GC05P148052,3.15
7477,CCDC126,Coiled-Coil Domain Containing 126,Protein Coding,Q96EE4,40,GC07P023597,3.15
7478,OR2L2,Olfactory Receptor Family 2 Subfamily L Member 2,Protein Coding,Q8NH16,34,GC01P248038,3.15
